year	wages	gini  	cpi	GDPR 	GDPRTC 	GDPRPC	GDPAGR	GDPMIN	GDPMAN	GDPGOV	GDPCON	GDPCOM	GDPUT	GDPFS	GDPFISH	GDPTR	GDPHME	GDPPS	GDPAGRTC	GDPMINTC	GDPMANTC	GDPGOVTC	GDPCONTC	GDPCOMTC	GDPUTTC	GDPFSTC	GDPFISHTC	GDPTRTC	GDPHMETC	GDPPSTC	CNOM	GNOM	FBKFNOM	XNOM	MNOM	EGDPNOM	RESTNOM	FBKFMREAL	FBKFCREAL	SK_MAQ	SK_INF	SK_TOT	IFTNCOP	IFT	IF03	IFGDP03	IC	ICGDP	ICT	ITGDP	GFTNARM	GFT	GF03	GFGDP03	GFPC03	GFC	GFCBBSS	GFK	IPCTC	TCNUSD	TCNLIB	TCREAL	IPX	IPM	COP_LOND	RICNAC	INTNOM	INTREAL	CIRCNOM_A	DXPUSNOM	DXP/PIB	KACCNOM	KACCREAL	KACC/PIB	PASHIPNOM	PASHIPREAL	PASHIP/PIB	POBTOT	TCH1564	TCT65	FTT	NACCORR	MORT 	EMP	TDESEMP	ESUPEST	ESUPPRIV	ESC
1972.00	35.33	0.49	0.00	15779175.46	-1.21	1592719.48	465425.99	973226.24	4100373.76	1621622.56	1160377.92	1517337.38	390638.55	1021053.32	32116.69	803472.68	1673177.88	2505551.70	-7.39	-3.75	2.24	3.32	-19.53	3.79	6.70	-15.58	-27.40	-0.85	1.38	4.77	176.49	38.52	33.88	23.57	32.14	240.33	-2.49	314937.21	1516974.00	3823.06	32670.02	36493.08	52000000.00	52129480.27	1584510496053.00	10.04	52129480.27	10.04	40129480.27	7.73	82000000.00	82000000.00	2492444965770.12	15.80	251582.58	78000000.00	39000000.00	20000000.00	255.18	0.02	0.05	24.67	46.60	38.77	0.49	64.00	17.50	-66.92	28.23	2589.00	9.72	3.37	102304.51	0.65	6.23	189214.00	1.20	9907065.00	2.59	2.80	3054480.00	287950.00	87429.00	2932.30	4.00	98118.00	48333.00	6.90
1973.00	14.57	0.49	0.02	14901061.47	-5.57	1478898.76	417570.18	950554.90	3783476.18	1660338.78	1032347.97	1420894.84	379782.69	989194.93	31440.97	787679.19	1715246.46	2434980.40	-10.28	-2.33	-7.73	2.39	-11.03	-6.36	-2.78	-3.12	-2.10	-1.97	2.51	-2.82	927.29	154.54	163.67	160.04	184.06	1221.48	-6.51	363762.51	1357787.00	3800.88	33340.84	37141.72	266000000.00	268870172.24	1157412513156.54	7.77	268870172.24	7.77	213870172.24	6.18	350000000.00	352870172.24	1519009525927.30	10.19	150758.47	312000000.00	169000000.00	87000000.00	606.10	0.11	0.23	22.48	70.22	45.56	0.81	59.15	40.00	-80.17	95.66	2862.00	9.16	90.30	388710.12	2.61	28.90	124424.95	0.84	10075782.00	2.59	2.81	3125992.00	291277.00	80994.00	2975.94	4.80	96471.00	48390.00	7.05
1974.00	23.21	0.49	0.11	15046273.83	0.97	1468717.10	529124.29	1161388.15	3686896.42	1792868.72	1303321.15	1141348.24	399704.59	1200474.67	40185.61	795936.14	1763426.04	2501145.82	26.72	22.18	-2.55	7.98	26.25	-19.67	5.25	21.36	27.81	1.05	2.81	2.72	5743.97	1485.59	1750.17	1877.47	1837.15	9020.05	1.94	319294.39	1731299.00	3828.34	33831.76	37660.10	2358000000.00	2443000000.00	2241373670205.09	14.90	2443000000.00	14.90	1671000000.00	10.19	2891000000.00	2976000000.00	2730383971563.80	18.15	266521.91	2134000000.00	1164000000.00	946000000.00	369.20	0.83	1.94	42.74	95.23	62.92	0.93	60.62	187.81	-38.66	349.33	3583.00	18.18	356.14	326744.20	2.17	805.01	738566.81	4.91	10244501.00	2.56	2.82	3198069.00	278165.00	78493.00	2907.05	9.10	96051.00	50998.00	7.20
1975.00	24.38	0.49	0.48	13103757.74	-12.91	1258377.24	554741.46	1030720.71	2747975.33	1826336.03	963926.08	946058.83	384615.99	1150071.85	37482.72	734923.42	1795309.59	2470845.77	4.84	-11.25	-25.47	1.87	-26.04	-17.11	-3.77	-4.20	-6.73	-7.67	1.81	-1.21	25951.52	5710.58	7098.37	9028.44	9853.23	37935.68	-7.02	340804.40	1268978.00	3807.76	34680.05	38487.81	11339000000.00	11756000000.00	2432927465707.35	18.57	11756000000.00	18.57	8320000000.00	13.14	11487000000.00	11904000000.00	2463556358606.69	18.80	236579.71	9914000000.00	4757000000.00	2444000000.00	343.32	4.91	10.69	62.15	65.39	77.80	0.56	56.67	411.31	15.34	1358.00	3020.00	23.42	2101.33	434875.12	3.32	2793.02	578021.19	4.41	10413219.00	2.56	2.83	3271416.00	266513.00	74481.00	2682.56	18.00	87249.00	46900.00	7.35
1976.00	34.22	0.50	1.45	13564778.45	3.52	1283885.79	538448.07	1156343.16	2913302.98	1933617.10	804617.63	969646.48	407056.80	1257138.22	50043.21	769114.92	1808240.14	2502537.15	-2.94	12.19	6.02	5.87	-16.53	2.49	5.83	9.31	33.51	4.65	0.72	1.28	88704.70	18510.15	19480.17	32330.32	27125.44	131899.90	-2.51	312904.26	1062192.00	3809.37	35040.41	38849.78	36678000000.00	38018000000.00	2628542237359.56	19.38	38018000000.00	19.38	26732000000.00	13.63	37303000000.00	38643000000.00	2671754371042.28	19.70	252877.51	35414000000.00	16938000000.00	5725000000.00	199.33	13.05	23.30	57.77	67.42	73.23	0.64	59.74	350.67	50.56	4480.00	2836.00	18.87	8153.56	563732.57	4.16	2731.02	188821.13	1.39	10565409.00	2.39	2.69	3340483.00	256641.00	80537.00	2608.92	21.90	80993.00	49762.00	7.50
1977.00	40.22	0.51	2.66	14902086.19	9.86	1390431.27	594306.96	1187986.66	3160579.20	1968263.57	797641.33	1210090.89	430514.12	1438937.06	57754.39	852127.69	1819310.82	2591659.51	10.37	2.74	8.49	1.79	-0.87	24.80	5.76	14.46	15.41	10.79	0.61	3.56	209594.12	43228.54	44128.41	59356.18	65480.42	290826.83	-1.06	461772.11	1180690.00	3781.79	35181.04	38962.83	80974000000.00	83167000000.00	3122705269110.07	20.95	83167000000.00	20.95	60326000000.00	15.20	84171000000.00	86364000000.00	3242744332023.78	21.76	302562.54	81387000000.00	40216000000.00	10744000000.00	84.14	21.54	37.70	54.92	70.98	86.94	0.59	60.74	156.35	39.22	9340.00	2945.00	15.98	48404.48	1817462.93	12.20	4402.02	177523.89	0.00	10717600.00	2.38	2.71	3410448.00	242847.00	73446.00	2793.16	18.10	82347.00	47861.00	7.53
1978.00	46.81	0.52	3.65	16126649.36	8.22	1483620.92	565346.76	1206865.27	3453521.16	1907830.99	861968.85	1452308.85	459471.23	1728832.52	68049.23	923503.15	1835429.73	2685574.22	-4.87	1.59	9.27	-3.07	8.06	20.02	6.73	20.15	17.83	8.38	0.89	3.62	346779.61	72638.28	83073.59	100384.56	118487.58	484388.46	0.23	570520.72	1353878.00	3904.41	35432.95	39337.36	139272000000.00	142685000000.00	3905474100021.81	24.22	142685000000.00	24.22	104006000000.00	17.65	139792000000.00	143205000000.00	3919707176603.17	24.31	360605.57	135608000000.00	65658000000.00	19415000000.00	37.18	31.66	60.78	63.45	83.80	89.42	0.62	64.45	85.32	35.09	16385.00	3769.00	20.25	79717.64	2181975.65	13.53	6073.03	166226.64	1.03	10869791.00	2.37	2.73	3481326.00	245763.00	72436.00	2823.36	18.90	79871.00	47575.00	7.55
1979.00	49.80	0.52	5.07	17462203.46	8.28	1584307.02	597165.22	1271645.65	3726431.89	1885006.02	1067675.99	1612770.94	490760.73	2212652.02	77747.83	1006737.57	1844286.27	2804764.74	5.63	5.37	7.90	-1.20	23.86	11.05	6.81	27.99	14.25	9.01	0.48	4.44	546545.89	114195.56	134565.19	179803.56	204951.35	770158.86	-0.57	639090.99	1570815.00	4123.57	35847.86	39971.43	222768000000.00	228308000000.00	4498982732648.18	25.76	228308000000.00	25.76	157953000000.00	17.82	185547000000.00	191087000000.00	3765514626879.23	21.56	341636.80	195095000000.00	92610000000.00	26510000000.00	38.90	37.25	79.16	60.49	105.51	112.00	0.90	66.89	61.96	16.60	24893.00	4108.00	17.27	178300.54	3513547.64	20.12	10880.10	214400.59	1.23	11021982.00	2.37	2.75	3553135.00	251745.00	74528.00	2920.68	17.80	75209.00	43769.00	7.58
1980.00	55.74	0.53	6.66	18849559.29	7.94	1686886.30	618450.98	1337544.10	3956536.05	1824685.78	1323216.49	1811797.30	515401.14	2759950.55	83630.59	1125659.73	1862442.18	2873249.04	3.56	5.18	6.17	-3.20	23.93	12.34	5.02	24.73	7.57	11.81	0.98	2.44	760844.04	138742.22	211095.88	245475.47	295169.85	1060987.75	0.12	817640.19	1982988.00	4390.31	36465.12	40855.42	307389000000.00	314571000000.00	4723362534417.87	25.06	314571000000.00	25.06	234879000000.00	18.71	249178000000.00	256360000000.00	3849309756218.36	20.42	344482.74	272263000000.00	124034000000.00	28960000000.00	31.24	39.00	90.68	55.06	126.97	130.54	0.99	69.81	46.86	11.90	36082.00	4236.00	13.16	363529.10	5458480.66	28.96	29642.23	445085.51	2.36	11174173.00	2.38	2.77	3626262.00	262030.00	74109.00	2995.29	17.40	82742.00	49740.25	7.60
1981.00	66.32	0.54	7.30	20020531.78	6.21	1762405.97	635583.70	1440514.97	4057758.81	1791841.43	1602419.63	1944401.74	525979.15	3150810.14	98774.72	1146606.88	1890074.59	2908418.75	2.77	7.70	2.56	-1.80	21.10	7.32	2.05	14.16	18.11	1.86	1.48	1.22	948736.10	173815.38	281671.85	209099.13	346870.28	1266452.17	0.15	963184.92	2355052.00	4810.14	37474.49	42284.63	367606000000.00	373201000000.00	5115683564316.07	25.55	373201000000.00	25.55	294131000000.00	20.14	334610000000.00	340205000000.00	4663388166157.51	23.29	410517.72	341410000000.00	131840000000.00	33490000000.00	9.54	39.00	78.76	54.87	109.96	134.02	0.79	70.20	51.90	38.67	43628.00	3997.00	10.67	272647.55	3737338.85	18.67	62890.48	862076.42	4.31	11359773.00	2.66	3.10	3710904.00	273882.00	69971.00	3135.71	15.50	90275.00	55711.50	7.68
1982.00	60.25	0.54	8.81	17300150.60	-13.59	1498448.95	625417.60	1534469.92	3207385.24	1745253.59	1225151.06	1582430.83	526295.68	3012043.89	108075.84	1016934.07	1940202.62	2661535.14	-1.60	6.52	-20.96	-2.60	-23.54	-18.62	0.06	-4.40	9.42	-11.31	2.65	-8.49	933185.93	197665.02	217619.71	239957.13	268423.11	1320004.68	-12.05	369350.47	1596046.00	5335.99	38824.85	44160.84	343086000000.00	350066000000.00	3974515458456.13	22.97	350066000000.00	22.97	288117000000.00	18.91	355260000000.00	362240000000.00	4112734397716.85	23.77	356223.64	395000000000.00	133750000000.00	27810000000.00	20.73	50.91	88.20	60.52	91.83	117.58	0.67	66.30	63.12	35.11	42708.00	4852.00	16.21	320056.57	3633799.86	21.00	85212.70	967472.37	5.59	11545372.00	2.64	3.11	3796678.00	278000.00	69887.00	2839.92	25.20	95377.33	63436.67	7.76
